item_id,base_case_id,dataset,source_basis,approach,true_language,language,detected_language,language_detection_method,language_detection_correct,question,context,reference_answer,expected_answer_points,should_not_include,generated_answer,latency_seconds,pipeline_model_id,answer_model_id,routing_model_id,top_k,max_new_tokens,generation_timestamp,error_message,detected_scope,scope_detection_method,cached_detected_scope,retrieved_item_ids,retrieval_similarity_scores
NEW_033_EN,NEW_033,in_scope,thesis inspired,closed_book,en,en,en,lingua,True,Why are some bars in the electricity graph below zero?,Electricity graph shows positive bars for grid import and negative bars during periods of solar export.,Bars below zero usually mean electricity is going out of the home to the grid. This often happens when your solar panels make more electricity than the home is using at that moment. Does it happen during sunny hours? Tip: use flexible appliances during those sunny moments to use more of your own solar power.,explains negative bars as export in simple terms; links to solar surplus; asks sunny-hours reflection; includes self-consumption tip,claiming app error; tariff advice; technical meter repair; exact billing conclusion,The bars below zero show that your solar panels are producing more electricity than you are using at that time. The extra electricity is sent back to the grid. This is a normal part of how solar energy works. You can check your app to see how much solar energy you are producing and exporting.,11.50484118300028,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:34:06,,in_scope,prompt_based,in_scope,,
NEW_033_NL,NEW_033,in_scope,thesis inspired,closed_book,nl,nl,nl,lingua,True,Waarom staan sommige balkjes in de stroomgrafiek onder nul?,Electricity graph shows positive bars for grid import and negative bars during periods of solar export.,Balkjes onder nul betekenen meestal dat er stroom vanuit de woning naar het net gaat. Dit gebeurt vaak wanneer uw zonnepanelen op dat moment meer stroom maken dan de woning gebruikt. Gebeurt dit vooral tijdens zonnige uren? Tip: gebruik flexibele apparaten op die zonnige momenten om meer eigen zonnestroom te gebruiken.,explains negative bars as export in simple terms; links to solar surplus; asks sunny-hours reflection; includes self-consumption tip,claiming app error; tariff advice; technical meter repair; exact billing conclusion,De balkjes onder nul in de stroomgrafiek tonen dat uw zonnepanelen meer energie produceren dan u op dat moment gebruikt. Deze overmatige energie wordt teruggegeven aan het elektriciteitsnet. Kijk of dit patroon overeenkomt met de zonneweerstand en uw dagelijkse energiegebruik.,14.65642380700001,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:34:21,,in_scope,prompt_based,in_scope,,
NEW_011_EN,NEW_011,in_scope,AI-assisted synthetic edge case,closed_book,en,en,en,lingua,True,Why does my heat pump use short bursts of electricity on cold mornings?,Outdoor temperature is below 3°C; heat pump graph shows several short bursts between 05:00–09:00.,"Cold mornings can make the heat pump work harder for short moments to keep the home warm or make hot water. If the home stays comfortable and the pattern is not much higher than usual, this is often not urgent. Tip: keep the thermostat steady and avoid large temperature changes. If comfort drops or the peaks suddenly become much higher, contact your housing provider.",links cold mornings to heat pump work; avoids technical mode explanation; includes steady thermostat tip; redirects comfort/persistent issue to housing provider,installer-level diagnosis; defrost repair instructions; certainty nothing is wrong; exact technical cause,Your heat pump might be using short bursts of electricity to maintain the desired temperature on cold mornings. This could be because it's working efficiently by turning on and off to keep your home warm without using more energy than needed. You can monitor if this pattern continues or if there are any changes in how your heat pump operates on warmer days.,12.509311842999978,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:34:33,,in_scope,prompt_based,in_scope,,
NEW_011_NL,NEW_011,in_scope,AI-assisted synthetic edge case,closed_book,nl,nl,nl,lingua,True,Waarom gebruikt mijn warmtepomp korte stroompieken op koude ochtenden?,Outdoor temperature is below 3°C; heat pump graph shows several short bursts between 05:00–09:00.,"Koude ochtenden kunnen ervoor zorgen dat de warmtepomp korte momenten harder werkt om de woning warm te houden of warm water te maken. Als de woning comfortabel blijft en het patroon niet veel hoger is dan normaal, is dit vaak niet dringend. Tip: houd de thermostaat stabiel en voorkom grote temperatuurschommelingen. Neem contact op met uw woningcorporatie als het comfort slechter wordt of de pieken plots veel hoger worden.",links cold mornings to heat pump work; avoids technical mode explanation; includes steady thermostat tip; redirects comfort/persistent issue to housing provider,installer-level diagnosis; defrost repair instructions; certainty nothing is wrong; exact technical cause,Je warmtepomp gebruikt korte stroompieken op koude ochtenden omdat hij harder werkt om de temperatuur op te warmen. Dit kan betekenen dat hij extra kracht gebruikt om de verwarming op temperatuur te houden tijdens koude periodes. Monitor de patroon of vraag BeNext support voor meer informatie als dit patroon ongewoon is.,15.403521113999886,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:34:49,,in_scope,prompt_based,in_scope,,
NEW_010_EN,NEW_010,in_scope,Tante Tip inspired,closed_book,en,en,en,lingua,True,Would running my dishwasher during the day help me use more of my own solar power?,Solar production is usually highest between 11:00–15:00; dishwasher use is currently mostly after 20:00.,"Yes, this can help when the dishwasher can run safely during sunny hours. The app pattern shows your solar power is highest around midday, while the dishwasher is now mostly used in the evening. Tip: try the timer once during a sunny period, when someone can use it safely according to the appliance instructions.",mentions direct solar self-consumption; presents observed timing pattern; gives safe appliance timer tip; avoids guaranteed savings,guaranteed savings; unsafe appliance advice; tariff-specific recommendation; investment advice,"Running your dishwasher during the day could help you use more of your own solar power since your solar production is highest between 11:00 and 15:00. This way, the energy used by the dishwasher would come more directly from your solar panels. You can check your app to see how much solar power you use when you run the dishwasher at different times.",13.431216813999981,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:35:02,,in_scope,prompt_based,in_scope,,
NEW_010_NL,NEW_010,in_scope,Tante Tip inspired,closed_book,nl,nl,nl,lingua,True,Helpt het om mijn vaatwasser overdag te laten draaien zodat ik meer eigen zonnestroom gebruik?,Solar production is usually highest between 11:00–15:00; dishwasher use is currently mostly after 20:00.,"Ja, dit kan helpen als de vaatwasser veilig kan draaien tijdens zonnige uren. Het patroon laat zien dat uw zonne-opwek rond de middag het hoogst is, terwijl de vaatwasser nu vooral in de avond wordt gebruikt. Tip: probeer de timer één keer tijdens een zonnige periode, zolang dit veilig kan volgens de instructies van het apparaat.",mentions direct solar self-consumption; presents observed timing pattern; gives safe appliance timer tip; avoids guaranteed savings,guaranteed savings; unsafe appliance advice; tariff-specific recommendation; investment advice,"Ja, je kunt overwegen om je vaatwasser overdag te laten draaien als je meer van je eigen zonnestraling wilt gebruiken. Probeer te zien of je de vaatwasser kunt programmeren om te draaien tussen 11:00 en 15:00, wanneer de zonnestraling het sterkst is.",14.786588777999896,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:35:17,,in_scope,prompt_based,in_scope,,
NEW_017_EN,NEW_017,in_scope,thesis inspired,closed_book,en,en,en,lingua,True,Why is my grid import high even though my heat pump used less this week?,"Heat pump use decreased by [X] kWh, but solar production also decreased by [Y] kWh during the same week.","Grid electricity depends on both how much the home uses and how much solar power it makes. This week, the heat pump used less, but solar production also dropped. That can still lead to more electricity from the grid. Tip: when the sun does shine, use flexible appliances during those hours if possible.",explains grid import as use minus local production; presents pattern without asking user to compare; includes solar-use tip,claiming contradiction means data error; tariff advice; exact bill conclusion; blaming user,"Your grid import is high even though your heat pump used less energy this week, which could be because your solar production also decreased. This means you might be relying more on the grid to meet your energy needs. You can check if other appliances or systems in your home might be using more energy this week.",11.593858704000013,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:35:28,,in_scope,prompt_based,in_scope,,
NEW_017_NL,NEW_017,in_scope,thesis inspired,closed_book,nl,nl,nl,lingua,True,Waarom is mijn netafname hoog terwijl mijn warmtepomp deze week minder verbruikte?,"Heat pump use decreased by [X] kWh, but solar production also decreased by [Y] kWh during the same week.","Netstroom hangt af van hoeveel de woning verbruikt én hoeveel zonnestroom er wordt opgewekt. Deze week gebruikte de warmtepomp minder, maar de zonne-opwek daalde ook. Daardoor kan er toch meer stroom van het net nodig zijn. Tip: gebruik flexibele apparaten waar mogelijk op de momenten dat de zon wel schijnt.",explains grid import as use minus local production; presents pattern without asking user to compare; includes solar-use tip,claiming contradiction means data error; tariff advice; exact bill conclusion; blaming user,"Het is mogelijk dat hoewel je warmtepomp minder heeft verbruikt, je netafname hoog blijft vanwege een andere oorzaak, zoals meer elektriciteit van het net nodig voor andere apparaten of omdat je zonnergereproduceerde energie ook is afgenomen. Controleer of er andere apparaten meer energie gebruiken dan normaal.",14.708136237999952,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:35:43,,in_scope,prompt_based,in_scope,,
NEW_004_EN,NEW_004,in_scope,real-life use-case inspired,closed_book,en,en,en,lingua,True,Why does my heat pump spike after I turn the thermostat back up in the morning?,Indoor temperature is lowered overnight from 21°C to 18.5°C; heat pump electricity use rises sharply between 06:00 and 08:00.,"The morning spike fits the moment when the thermostat is turned back up. A heat pump often works best with small, steady temperature changes; a big night drop can make it work harder in the morning. Tip: try a smaller night drop for a few days, if that is comfortable, and see whether the morning peak becomes lower.",links thermostat increase to morning spike; explains steady heat pump use simply; gives one practical thermostat tip; respects comfort,ordering exact thermostat setting; repair steps; legal/billing advice; guarantee of savings,The heat pump uses more electricity in the morning when you raise the indoor temperature because it works harder to heat the house back up. This is normal as it tries to reach the new temperature setting. You can monitor the temperature changes and heat pump usage over a few days to see if this pattern continues.,12.006751882000117,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:35:55,,in_scope,prompt_based,in_scope,,
NEW_004_NL,NEW_004,in_scope,real-life use-case inspired,closed_book,nl,nl,nl,lingua,True,Waarom piekt mijn warmtepomp nadat ik de thermostaat 's ochtends weer hoger zet?,Indoor temperature is lowered overnight from 21°C to 18.5°C; heat pump electricity use rises sharply between 06:00 and 08:00.,"De ochtendpiek past bij het moment waarop de thermostaat weer hoger wordt gezet. Een warmtepomp werkt vaak het beste met kleine, gelijkmatige temperatuurveranderingen; een grote nachtverlaging kan ervoor zorgen dat hij 's ochtends harder moet werken. Tip: probeer een paar dagen een kleinere nachtverlaging, als dat comfortabel is, en kijk of de ochtendpiek lager wordt.",links thermostat increase to morning spike; explains steady heat pump use simply; gives one practical thermostat tip; respects comfort,ordering exact thermostat setting; repair steps; legal/billing advice; guarantee of savings,Het kan zijn dat je warmtepomp meer energie gebruikt 's ochtends om de verwarming op temperatuur te brengen na het verlagen 's avonds. Controleer of dit patroon zich herhaalt op andere ochtenden.,11.226867353000216,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:36:06,,in_scope,prompt_based,in_scope,,
EXISTING_013_EN,EXISTING_013,in_scope,existing QA example,closed_book,en,en,en,lingua,True,My energy bill is higher than expected this month,Monthly energy bill total has increased compared to the previous month,"There are several reasons your bill could be higher this month, such as colder weather or more people at home. Looking at your usage, your peak consumption is around [time] — does that match a moment when you are using more appliances than usual? Would you like some tips on how to save energy?",mentions multiple possible reasons for higher bill; separates kWh from prices; suggests comparing consumption with previous period; redirects invoice-specific details to supplier,definitive bill diagnosis; tariff recommendation; compensation claim; unsupported exact costs,"Your energy bill has increased compared to the previous month. This could be due to higher electricity use, less solar production, or other factors. Check your energy app to see if there are any unusual patterns in your consumption or production.",9.166093675999946,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:36:16,,in_scope,prompt_based,in_scope,,
EXISTING_013_NL,EXISTING_013,in_scope,existing QA example,closed_book,nl,nl,nl,lingua,True,Mijn energierekening is hoger dan verwacht deze maand.,Monthly energy bill total has increased compared to the previous month,"Er zijn verschillende redenen waarom uw rekening deze maand hoger kan zijn, zoals kouder weer of meer mensen thuis. Als we naar uw verbruik kijken, is uw piekverbruik rond [tijdstip] — komt dat overeen met een moment waarop u meer apparaten gebruikt dan normaal? Wilt u wat tips om energie te besparen?",mentions multiple possible reasons for higher bill; separates kWh from prices; suggests comparing consumption with previous period; redirects invoice-specific details to supplier,definitive bill diagnosis; tariff recommendation; compensation claim; unsupported exact costs,"Je maandelijkse energierekening is hoger dan verwacht. Dit kan verschillende factoren veroorzaken, zoals hogere energiegebruik of veranderde tarieven. Controleer je energiegebruik in de app om te zien of er een verhoogde consumptie is.",12.150796347999858,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:36:28,,in_scope,prompt_based,in_scope,,
EXISTING_005_EN,EXISTING_005,in_scope,existing QA example,closed_book,en,en,en,lingua,True,Why does my balanced ventilation system seem to run all the time?,User notices ventilation running continuously and wonders if this is normal.,"Balanced ventilation is designed to run continuously — this is intentional. It simultaneously brings in fresh air and extracts stale air, recovering heat from the outgoing air to keep your home efficient. Turning it off or opening windows disrupts this balance and can reduce energy savings, so continuous operation is correct behaviour.",explains balanced ventilation is designed to run continuously; links ventilation to air quality and moisture; mentions low steady electricity use can be normal; suggests checking for unusual spikes,advising user to switch off ventilation; medical claims; repair instructions; certainty without data,"Balanced ventilation systems are designed to run continuously to maintain air quality and circulation in your home. This is normal and helps keep the air fresh. If you're concerned, you can check if the settings or filters need adjustment by consulting the user manual or contacting a professional.",10.276265500000136,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:36:38,,in_scope,prompt_based,in_scope,,
EXISTING_005_NL,EXISTING_005,in_scope,existing QA example,closed_book,nl,nl,nl,lingua,True,Waarom lijkt mijn gebalanceerde ventilatiesysteem de hele tijd te draaien?,User notices ventilation running continuously and wonders if this is normal.,"Gebalanceerde ventilatie is ontworpen om continu te draaien — dit is opzettelijk. Het brengt tegelijkertijd verse lucht naar binnen en voert verbruikte lucht naar buiten, waarbij warmte wordt teruggewonnen om uw woning efficiënt te houden. Het uitschakelen of ramen openen verstoort dit evenwicht en kan energiebesparing verminderen, dus continu gebruik is correct gedrag.",explains balanced ventilation is designed to run continuously; links ventilation to air quality and moisture; mentions low steady electricity use can be normal; suggests checking for unusual spikes,advising user to switch off ventilation; medical claims; repair instructions; certainty without data,"Het is normaal dat een gebalanceerd ventilatiesysteem de hele tijd draait om de luchtverversing in balans te houden. Controleer of de luchtvochtigheid en de binnenklimaat in orde zijn. Als je ongerust bent, kun je contact opnemen met de beheerder van je woning of de installateur voor een controle.",15.008745460999762,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:36:53,,in_scope,prompt_based,in_scope,,
NEW_022_EN,NEW_022,in_scope,thesis inspired,closed_book,en,en,en,lingua,True,Why can I see solar production but not my grid consumption?,"Solar production readings are available for [date range], but grid import/export readings are missing for the same period.","This means one part of the data is coming through and another part is missing. Solar and grid use can be measured through different meters, so one graph may update while the other does not. The solar graph may still be useful, but the missing grid data should be reported if it continues. Contact your housing provider so they can arrange the right check.",explains partial data availability in simple terms; states one graph can work while another is missing; redirects persistent missing data to housing provider,meter repair steps; claiming supplier fault; account/login help; exact technical diagnosis,"It looks like your solar production data is showing up, but the grid import and export data is missing for the same period. This could be because there's an issue with how the data is being recorded or transmitted. It might be helpful to check if the data appears in your app for a different time period or to contact BeNext support for assistance.",12.39162864500031,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:37:05,,in_scope,prompt_based,in_scope,,
