item_id,base_case_id,dataset,source_basis,approach,true_language,language,detected_language,language_detection_method,language_detection_correct,question,context,reference_answer,expected_answer_points,should_not_include,generated_answer,latency_seconds,pipeline_model_id,answer_model_id,routing_model_id,top_k,max_new_tokens,generation_timestamp,error_message,detected_scope,scope_detection_method,cached_detected_scope,retrieved_item_ids,retrieval_similarity_scores
NEW_033_EN,NEW_033,in_scope,thesis inspired,closed_book,en,en,en,lingua,True,Why are some bars in the electricity graph below zero?,Electricity graph shows positive bars for grid import and negative bars during periods of solar export.,Bars below zero usually mean electricity is going out of the home to the grid. This often happens when your solar panels make more electricity than the home is using at that moment. Does it happen during sunny hours? Tip: use flexible appliances during those sunny moments to use more of your own solar power.,explains negative bars as export in simple terms; links to solar surplus; asks sunny-hours reflection; includes self-consumption tip,claiming app error; tariff advice; technical meter repair; exact billing conclusion,"The negative bars in your electricity graph indicate periods when your solar panels are producing more electricity than your household is using. This is called solar export. When your solar panels produce more electricity than you need, the excess is sent back to the grid, which is why you see negative bars. If you have any questions about your solar system or energy use, feel free to ask!",8.491607591000047,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:52:12,,in_scope,prompt_based,in_scope,,
NEW_033_NL,NEW_033,in_scope,thesis inspired,closed_book,nl,nl,nl,lingua,True,Waarom staan sommige balkjes in de stroomgrafiek onder nul?,Electricity graph shows positive bars for grid import and negative bars during periods of solar export.,Balkjes onder nul betekenen meestal dat er stroom vanuit de woning naar het net gaat. Dit gebeurt vaak wanneer uw zonnepanelen op dat moment meer stroom maken dan de woning gebruikt. Gebeurt dit vooral tijdens zonnige uren? Tip: gebruik flexibele apparaten op die zonnige momenten om meer eigen zonnestroom te gebruiken.,explains negative bars as export in simple terms; links to solar surplus; asks sunny-hours reflection; includes self-consumption tip,claiming app error; tariff advice; technical meter repair; exact billing conclusion,"De negatieve balkjes in de stroomgrafiek kunnen duidelijkheid bieden over de zelfconsumptie van zonneenergie. Als de zonnepanelen meer energie produceren dan de huishouding gebruikt, wordt de overschotten aan de elektriciteitsleverancier teruggegeven. De negatieve balkjes in de graf",9.377107299999807,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:52:21,,in_scope,prompt_based,in_scope,,
NEW_011_EN,NEW_011,in_scope,AI-assisted synthetic edge case,closed_book,en,en,en,lingua,True,Why does my heat pump use short bursts of electricity on cold mornings?,Outdoor temperature is below 3°C; heat pump graph shows several short bursts between 05:00–09:00.,"Cold mornings can make the heat pump work harder for short moments to keep the home warm or make hot water. If the home stays comfortable and the pattern is not much higher than usual, this is often not urgent. Tip: keep the thermostat steady and avoid large temperature changes. If comfort drops or the peaks suddenly become much higher, contact your housing provider.",links cold mornings to heat pump work; avoids technical mode explanation; includes steady thermostat tip; redirects comfort/persistent issue to housing provider,installer-level diagnosis; defrost repair instructions; certainty nothing is wrong; exact technical cause,"On cold mornings, it's common for heat pumps to use short bursts of electricity. This is because heat pumps work by moving heat from the outside to the inside, and they need to work harder when the outdoor temperature is low. The graph you're seeing shows several short bursts between 05:00–09:00, which may indicate the heat pump is trying to maintain a comfortable indoor",9.755609422999896,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:52:31,,in_scope,prompt_based,in_scope,,
NEW_011_NL,NEW_011,in_scope,AI-assisted synthetic edge case,closed_book,nl,nl,nl,lingua,True,Waarom gebruikt mijn warmtepomp korte stroompieken op koude ochtenden?,Outdoor temperature is below 3°C; heat pump graph shows several short bursts between 05:00–09:00.,"Koude ochtenden kunnen ervoor zorgen dat de warmtepomp korte momenten harder werkt om de woning warm te houden of warm water te maken. Als de woning comfortabel blijft en het patroon niet veel hoger is dan normaal, is dit vaak niet dringend. Tip: houd de thermostaat stabiel en voorkom grote temperatuurschommelingen. Neem contact op met uw woningcorporatie als het comfort slechter wordt of de pieken plots veel hoger worden.",links cold mornings to heat pump work; avoids technical mode explanation; includes steady thermostat tip; redirects comfort/persistent issue to housing provider,installer-level diagnosis; defrost repair instructions; certainty nothing is wrong; exact technical cause,"Je warmtepomp gebruikt korte stroompieken op koude ochtenden omdat het systeem waarschijnlijk probeert om de huis temperaturen op peil te houden. Deze korte stroompieken kunnen ook een reactie zijn op de lage buitentemperatuur. Om te zien of dit een normale patroon is, kan",10.529961404999995,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:52:42,,in_scope,prompt_based,in_scope,,
NEW_010_EN,NEW_010,in_scope,Tante Tip inspired,closed_book,en,en,en,lingua,True,Would running my dishwasher during the day help me use more of my own solar power?,Solar production is usually highest between 11:00–15:00; dishwasher use is currently mostly after 20:00.,"Yes, this can help when the dishwasher can run safely during sunny hours. The app pattern shows your solar power is highest around midday, while the dishwasher is now mostly used in the evening. Tip: try the timer once during a sunny period, when someone can use it safely according to the appliance instructions.",mentions direct solar self-consumption; presents observed timing pattern; gives safe appliance timer tip; avoids guaranteed savings,guaranteed savings; unsafe appliance advice; tariff-specific recommendation; investment advice,"Running your dishwasher during the day might help you use more of your solar power, as solar production is usually highest between 11:00–15:00. However, the exact impact depends on when you typically use electricity for other appliances. To better understand your energy use patterns, you could monitor whether running the dishwasher during the day reduces your grid import.",9.453806935000102,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:52:51,,in_scope,prompt_based,in_scope,,
NEW_010_NL,NEW_010,in_scope,Tante Tip inspired,closed_book,nl,nl,nl,lingua,True,Helpt het om mijn vaatwasser overdag te laten draaien zodat ik meer eigen zonnestroom gebruik?,Solar production is usually highest between 11:00–15:00; dishwasher use is currently mostly after 20:00.,"Ja, dit kan helpen als de vaatwasser veilig kan draaien tijdens zonnige uren. Het patroon laat zien dat uw zonne-opwek rond de middag het hoogst is, terwijl de vaatwasser nu vooral in de avond wordt gebruikt. Tip: probeer de timer één keer tijdens een zonnige periode, zolang dit veilig kan volgens de instructies van het apparaat.",mentions direct solar self-consumption; presents observed timing pattern; gives safe appliance timer tip; avoids guaranteed savings,guaranteed savings; unsafe appliance advice; tariff-specific recommendation; investment advice,"Je vraagt of je je vaatwasser overdag kan laten draaien om meer eigen zonnestroom te gebruiken. Dat is wel een goede idee, omdat de zonnestromen vaak het hoogst zijn tussen 11:00 en 15:00. Om je vaatwasser overdag te laten draaien",9.46311051099974,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:00,,in_scope,prompt_based,in_scope,,
NEW_017_EN,NEW_017,in_scope,thesis inspired,closed_book,en,en,en,lingua,True,Why is my grid import high even though my heat pump used less this week?,"Heat pump use decreased by [X] kWh, but solar production also decreased by [Y] kWh during the same week.","Grid electricity depends on both how much the home uses and how much solar power it makes. This week, the heat pump used less, but solar production also dropped. That can still lead to more electricity from the grid. Tip: when the sun does shine, use flexible appliances during those hours if possible.",explains grid import as use minus local production; presents pattern without asking user to compare; includes solar-use tip,claiming contradiction means data error; tariff advice; exact bill conclusion; blaming user,"It seems that your heat pump used less energy this week, but your grid import remained high. This could be because your solar production also decreased during the same period. Since solar energy is often used to power appliances like heat pumps, a decrease in solar production might lead to increased grid import. To better understand this pattern, you could check if the solar production and heat pump use follow similar trends in the future. If the pattern persists",9.300364641000215,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:10,,in_scope,prompt_based,in_scope,,
NEW_017_NL,NEW_017,in_scope,thesis inspired,closed_book,nl,nl,nl,lingua,True,Waarom is mijn netafname hoog terwijl mijn warmtepomp deze week minder verbruikte?,"Heat pump use decreased by [X] kWh, but solar production also decreased by [Y] kWh during the same week.","Netstroom hangt af van hoeveel de woning verbruikt én hoeveel zonnestroom er wordt opgewekt. Deze week gebruikte de warmtepomp minder, maar de zonne-opwek daalde ook. Daardoor kan er toch meer stroom van het net nodig zijn. Tip: gebruik flexibele apparaten waar mogelijk op de momenten dat de zon wel schijnt.",explains grid import as use minus local production; presents pattern without asking user to compare; includes solar-use tip,claiming contradiction means data error; tariff advice; exact bill conclusion; blaming user,"Je warmtepomp heeft minder verbruikt, maar de zonneproductie is ook minder. Dit kan erop wijzen dat de zonnepanelen minder zonlicht hebben gekregen of dat ze minder efficiënt werkten. Deze week is er ook minder warmte nodig geweest, waardoor de warmtepomp minder is gebruikt.",9.989944904999902,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:20,,in_scope,prompt_based,in_scope,,
NEW_004_EN,NEW_004,in_scope,real-life use-case inspired,closed_book,en,en,en,lingua,True,Why does my heat pump spike after I turn the thermostat back up in the morning?,Indoor temperature is lowered overnight from 21°C to 18.5°C; heat pump electricity use rises sharply between 06:00 and 08:00.,"The morning spike fits the moment when the thermostat is turned back up. A heat pump often works best with small, steady temperature changes; a big night drop can make it work harder in the morning. Tip: try a smaller night drop for a few days, if that is comfortable, and see whether the morning peak becomes lower.",links thermostat increase to morning spike; explains steady heat pump use simply; gives one practical thermostat tip; respects comfort,ordering exact thermostat setting; repair steps; legal/billing advice; guarantee of savings,"Your heat pump spikes in the morning because it's working to heat your home back up to the set temperature after the lower overnight setting. This increase in electricity use is normal as the heat pump adjusts to the new temperature setting. If you're concerned about the energy use, you can consider setting the thermostat a bit lower overnight or adjusting the heat pump's settings with the help of a professional.",9.701277990999642,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:29,,in_scope,prompt_based,in_scope,,
NEW_004_NL,NEW_004,in_scope,real-life use-case inspired,closed_book,nl,nl,nl,lingua,True,Waarom piekt mijn warmtepomp nadat ik de thermostaat 's ochtends weer hoger zet?,Indoor temperature is lowered overnight from 21°C to 18.5°C; heat pump electricity use rises sharply between 06:00 and 08:00.,"De ochtendpiek past bij het moment waarop de thermostaat weer hoger wordt gezet. Een warmtepomp werkt vaak het beste met kleine, gelijkmatige temperatuurveranderingen; een grote nachtverlaging kan ervoor zorgen dat hij 's ochtends harder moet werken. Tip: probeer een paar dagen een kleinere nachtverlaging, als dat comfortabel is, en kijk of de ochtendpiek lager wordt.",links thermostat increase to morning spike; explains steady heat pump use simply; gives one practical thermostat tip; respects comfort,ordering exact thermostat setting; repair steps; legal/billing advice; guarantee of savings,"Je warmtepomp piekt 's ochtends omdat de opstarttijd van de warmtepomp is ingesteld op 06:00 tot 08:00. Deze tijd wordt gebruikt om de ruimte op de gewenste temperatuur te brengen. Als je de thermostaat 's ochtends hoger zet, zal de warm",9.973854523999762,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:39,,in_scope,prompt_based,in_scope,,
EXISTING_013_EN,EXISTING_013,in_scope,existing QA example,closed_book,en,en,en,lingua,True,My energy bill is higher than expected this month,Monthly energy bill total has increased compared to the previous month,"There are several reasons your bill could be higher this month, such as colder weather or more people at home. Looking at your usage, your peak consumption is around [time] — does that match a moment when you are using more appliances than usual? Would you like some tips on how to save energy?",mentions multiple possible reasons for higher bill; separates kWh from prices; suggests comparing consumption with previous period; redirects invoice-specific details to supplier,definitive bill diagnosis; tariff recommendation; compensation claim; unsupported exact costs,"The energy bill this month appears higher than the previous one. This could be due to increased electricity use, changes in solar production, or variations in your energy supplier's tariff. To better understand the cause, you can review your energy usage patterns in the BeNext app and compare them with the previous month. If the pattern remains unclear, you may want to contact your energy supplier or housing provider for further assistance.",8.921604581999873,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:48,,in_scope,prompt_based,in_scope,,
EXISTING_013_NL,EXISTING_013,in_scope,existing QA example,closed_book,nl,nl,nl,lingua,True,Mijn energierekening is hoger dan verwacht deze maand.,Monthly energy bill total has increased compared to the previous month,"Er zijn verschillende redenen waarom uw rekening deze maand hoger kan zijn, zoals kouder weer of meer mensen thuis. Als we naar uw verbruik kijken, is uw piekverbruik rond [tijdstip] — komt dat overeen met een moment waarop u meer apparaten gebruikt dan normaal? Wilt u wat tips om energie te besparen?",mentions multiple possible reasons for higher bill; separates kWh from prices; suggests comparing consumption with previous period; redirects invoice-specific details to supplier,definitive bill diagnosis; tariff recommendation; compensation claim; unsupported exact costs,"Je energierekening is hoger dan verwacht deze maand. Dit kan verschillende oorzaken hebben, zoals een hogere gebruiksgraden van elektrische apparatuur, een lagere productie van zonnepanelen of een hogere tarief. Om de exacte oorzaak te bepalen, kan het nuttig zijn om de gebruiks",9.977675567999995,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:53:58,,in_scope,prompt_based,in_scope,,
EXISTING_005_EN,EXISTING_005,in_scope,existing QA example,closed_book,en,en,en,lingua,True,Why does my balanced ventilation system seem to run all the time?,User notices ventilation running continuously and wonders if this is normal.,"Balanced ventilation is designed to run continuously — this is intentional. It simultaneously brings in fresh air and extracts stale air, recovering heat from the outgoing air to keep your home efficient. Turning it off or opening windows disrupts this balance and can reduce energy savings, so continuous operation is correct behaviour.",explains balanced ventilation is designed to run continuously; links ventilation to air quality and moisture; mentions low steady electricity use can be normal; suggests checking for unusual spikes,advising user to switch off ventilation; medical claims; repair instructions; certainty without data,"Your balanced ventilation system is designed to run continuously to maintain a healthy indoor environment. If it seems to run all the time, this is likely normal behavior for your system. However, if you suspect an issue, you can check whether the pattern persists over several days or compare it to similar weather conditions. If the issue persists, we recommend contacting your installer or housing provider for further assistance.",9.478046982999786,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:54:08,,in_scope,prompt_based,in_scope,,
EXISTING_005_NL,EXISTING_005,in_scope,existing QA example,closed_book,nl,nl,nl,lingua,True,Waarom lijkt mijn gebalanceerde ventilatiesysteem de hele tijd te draaien?,User notices ventilation running continuously and wonders if this is normal.,"Gebalanceerde ventilatie is ontworpen om continu te draaien — dit is opzettelijk. Het brengt tegelijkertijd verse lucht naar binnen en voert verbruikte lucht naar buiten, waarbij warmte wordt teruggewonnen om uw woning efficiënt te houden. Het uitschakelen of ramen openen verstoort dit evenwicht en kan energiebesparing verminderen, dus continu gebruik is correct gedrag.",explains balanced ventilation is designed to run continuously; links ventilation to air quality and moisture; mentions low steady electricity use can be normal; suggests checking for unusual spikes,advising user to switch off ventilation; medical claims; repair instructions; certainty without data,"Je ventilatiesysteem lijkt de hele tijd te draaien omdat het een gebalanceerd systeem is, dat bedoeld is om de lucht in je huis continu te verversen. Als je denkt dat het systeem te veel draait, kan je de instellingen controleren of ze correct zijn ingesteld. Als het probleem zich",9.956375515000218,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:54:18,,in_scope,prompt_based,in_scope,,
NEW_022_EN,NEW_022,in_scope,thesis inspired,closed_book,en,en,en,lingua,True,Why can I see solar production but not my grid consumption?,"Solar production readings are available for [date range], but grid import/export readings are missing for the same period.","This means one part of the data is coming through and another part is missing. Solar and grid use can be measured through different meters, so one graph may update while the other does not. The solar graph may still be useful, but the missing grid data should be reported if it continues. Contact your housing provider so they can arrange the right check.",explains partial data availability in simple terms; states one graph can work while another is missing; redirects persistent missing data to housing provider,meter repair steps; claiming supplier fault; account/login help; exact technical diagnosis,"The solar production readings are available, but grid import/export readings are missing for the same period. This suggests that the device monitoring your grid usage might be experiencing an issue. You can check if the missing data affects other categories in the app, or contact BeNext support for further assistance.",6.930901895999796,mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,Qwen/Qwen2.5-7B-Instruct,0,90,2026-06-04 11:54:25,,in_scope,prompt_based,in_scope,,
